"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"86","4.2555672213545298E-1","3.7854688124114670E-23","-7.0636860380416534E-26","-2.3592806908675395E-12","1.4076921072441064E+0","-7.1215238876835444E-25","2.7564636813296102E+0","7.4377175841047185E+0","3.2968827182155849E+1","1.0687185931194701E+2","1.215058560962404E-2"
"87","4.2574431367254689E-1","-8.9983263185108216E-23","5.4970899276653038E-26","-1.5803501374820600E-12","1.4070053793787611E+0","-3.6149640515828568E-25","2.7566370717253101E+0","7.4375958128181381E+0","3.2968287412198521E+1","1.0679196248756200E+2","1.215058560962404E-2"
"88","4.2593194502147957E-1","-5.7475484825965150E-23","-4.9071495140668478E-26","-1.3766939090594809E-13","1.4063188217375118E+0","6.4296260416282343E-25","2.7568104033230600E+0","7.4374734055183573E+0","3.2967744823014854E+1","1.0671210861429100E+2","1.215058560962404E-2"
"89","4.2611961614081034E-1","1.4241679156000081E-22","1.8285130168995358E-25","-9.4077727637856253E-13","1.4056324343599425E+0","3.1769729041753620E-25","2.7569836760872000E+0","7.4373503611760921E+0","3.2967199410042390E+1","1.0663229400254400E+2","1.215058560962404E-2"
"90","4.2630732698902896E-1","4.6657616136736344E-23","-5.6821571101050913E-26","-1.5481771998951946E-12","1.4049462172855089E+0","-9.0338885329519090E-26","2.7571568899828200E+0","7.4372266787607213E+0","3.2966651168712744E+1","1.0655252018422000E+2","1.215058560962404E-2"
"91","4.2649507752457250E-1","-2.8144738290707418E-22","2.2171970639692153E-25","-1.1450509127015584E-12","1.4042601705537856E+0","9.6890325687091209E-25","2.7573300449748501E+0","7.4371023572397510E+0","3.2966100094449224E+1","1.0647278750157101E+2","1.215058560962404E-2"
"92","4.2668286770584812E-1","-4.1562527178005240E-23","-2.0707360941300716E-25","-9.8281673594994248E-13","1.4035742942044283E+0","-4.8621940285448071E-25","2.7575031410280002E+0","7.4369773955792962E+0","3.2965546182668987E+1","1.0639309602004100E+2","1.215058560962404E-2"
"93","4.2687069749120393E-1","-9.9319394787578658E-23","-3.0911656031843469E-25","-6.9107875292774227E-13","1.4028885882770641E+0","-3.9392981713629815E-25","2.7576761781073200E+0","7.4368517927439530E+0","3.2964989428782438E+1","1.0631344430008799E+2","1.215058560962404E-2"
"94","4.2705856683892884E-1","-1.8255048417170391E-22","-4.7924533126601259E-25","-6.0872883286901632E-13","1.4022030528114404E+0","-1.6084940223076384E-24","2.7578491561777700E+0","7.4367255476965326E+0","3.2964429828192081E+1","1.0623383494036800E+2","1.215058560962404E-2"
"95","4.2724647570731583E-1","1.9891420828015669E-22","5.4404234690601181E-26","-1.3721864511700423E-12","1.4015176878471631E+0","2.2083952863079712E-25","2.7580220752043898E+0","7.4365986593989071E+0","3.2963867376296250E+1","1.0615426738511400E+2","1.215058560962404E-2"
"96","4.2743442405450233E-1","-1.2425039222486274E-22","1.0781520059948341E-25","1.2653398988394457E-13","1.4008324934241108E+0","1.3850107203865226E-26","2.7581949351526101E+0","7.4364711268103107E+0","3.2963302068481589E+1","1.0607473918555900E+2","1.215058560962404E-2"
"97","4.2762241183869032E-1","2.3544940880048198E-22","3.4654853194540832E-26","-5.0734781401791934E-13","1.4001474695820746E+0","-1.3638950339211424E-26","2.7583677359872398E+0","7.4363429488895703E+0","3.2962733900132939E+1","1.0599525585551299E+2","1.215058560962404E-2"
"98","4.2781043901794907E-1","5.9309409039022763E-23","3.1102312743260648E-26","4.4975713630808631E-13","1.3994626163608883E+0","-5.5325232508193109E-25","2.7585404776738698E+0","7.4362141245929987E+0","3.2962162866623999E+1","1.0591581394942099E+2","1.215058560962404E-2"
"99","4.2799850555035612E-1","-4.3795808854892478E-23","2.3712591826797637E-25","-1.1711075037405598E-12","1.3987779338004998E+0","4.7427346915886708E-25","2.7587131601774599E+0","7.4360846528759694E+0","3.2961588963324310E+1","1.0583641639963500E+2","1.215058560962404E-2"
"100","4.2818661139388192E-1","-7.0383085561446664E-24","-2.3173912582100280E-25","-3.0030434807892758E-13","1.3980934219407635E+0","-1.9312179529021704E-25","2.7588857834638998E+0","7.4359545326917784E+0","3.2961012185594178E+1","1.0575705562681800E+2","1.215058560962404E-2"
"101","4.2837475650649143E-1","7.8236159920757008E-23","3.2565915770408143E-25","-3.4875801916983141E-13","1.3974090808217519E+0","1.1145724485084701E-24","2.7590583474982502E+0","7.4358237629925323E+0","3.2960432528788665E+1","1.0567773291311300E+2","1.215058560962404E-2"
"102","4.2856294084611268E-1","-5.7739768617129629E-23","7.8340861199292612E-27","-5.9383215448495484E-13","1.3967249104833317E+0","-1.2876871887649898E-25","2.7592308522462101E+0","7.4356923427287711E+0","3.2959849988255876E+1","1.0559845793486700E+2","1.215058560962404E-2"
"103","4.2875116437056543E-1","-5.6705823884766058E-24","1.1914824539222758E-25","-1.8113961960640599E-12","1.3960409109657230E+0","-6.8322267036192514E-27","2.7594032976731802E+0","7.4355602708491366E+0","3.2959264559335509E+1","1.0551922629933100E+2","1.215058560962404E-2"
"104","4.2893942703765137E-1","-2.4307433151984517E-22","6.6372217756294993E-26","-1.5549899780052498E-12","1.3953570823089183E+0","3.6901171441123375E-25","2.7595756837451302E+0","7.4354275463007804E+0","3.2958676237360635E+1","1.0544003079685500E+2","1.215058560962404E-2"
"105","4.2912772880512240E-1","-1.8988709658079283E-22","-2.5951110856968192E-25","-3.2963577981273682E-13","1.3946734245530741E+0","-6.2179733978288758E-25","2.7597480104276899E+0","7.4352941680293236E+0","3.2958085017657574E+1","1.0536088055940500E+2","1.215058560962404E-2"
"106","4.2931606963069885E-1","-5.8815709650697370E-23","1.0402672239712178E-25","-6.8760834490473645E-13","1.3939899377384171E+0","2.8349824607589440E-25","2.7599202776863598E+0","7.4351601349791894E+0","3.2957490895547323E+1","1.0528177043295700E+2","1.215058560962404E-2"
"107","4.2950444947200084E-1","1.9526051989162395E-22","-3.1391491702189375E-27","-5.2313420505777921E-13","1.3933066219052026E+0","-4.1918634456007977E-26","2.7600924854871498E+0","7.4350254460921636E+0","3.2956893866339165E+1","1.0520270047159600E+2","1.215058560962404E-2"
"108","4.2969286828667574E-1","1.9557548306334738E-22","-2.5468415400331255E-25","-7.1238242897963825E-13","1.3926234770935444E+0","-3.8264668972733646E-25","2.7602646337959702E+0","7.4348901003096888E+0","3.2956293925340894E+1","1.0512367718203100E+2","1.215058560962404E-2"
"109","4.2988132603223944E-1","2.2890739309883927E-23","-9.9357883116216207E-26","-1.8034149638417975E-12","1.3919405033439249E+0","-6.2512028249399996E-25","2.7604367225786102E+0","7.4347540965707619E+0","3.2955691067849457E+1","1.0504469111264400E+2","1.215058560962404E-2"
"110","4.3006982266617050E-1","-1.4376747122431365E-22","2.2025815302145805E-25","-5.9114739517014458E-13","1.3912577006966256E+0","4.6101286910538149E-25","2.7606087518015001E+0","7.4346174338126758E+0","3.2955085289154226E+1","1.0496574879707200E+2","1.215058560962404E-2"
"111","4.3025835814596708E-1","1.7414909718021370E-22","-1.8991105281598873E-25","-1.4795732567927906E-12","1.3905750691920589E+0","-1.8807369274251403E-25","2.7607807214302298E+0","7.4344801109721477E+0","3.2954476584542050E+1","1.0488685309136901E+2","1.215058560962404E-2"
"112","4.3044693242901527E-1","5.6322229228920046E-23","-3.6083072694897480E-28","-1.2047210731932679E-12","1.3898926088705832E+0","3.1530769827978983E-25","2.7609526314313002E+0","7.4343421269832533E+0","3.2953864949288047E+1","1.0480799338442399E+2","1.215058560962404E-2"
"113","4.3063554547264982E-1","-3.5592526387172022E-22","-3.2564053153003265E-25","-2.2848368722646143E-12","1.3892103197728412E+0","-1.0262490194953206E-25","2.7611244817706200E+0","7.4342034807786970E+0","3.2953250378661266E+1","1.0472917667513200E+2","1.215058560962404E-2"
"114","4.3082419723414683E-1","9.4142875402471314E-23","-4.4365043597488460E-26","4.1712177344802626E-13","1.3885282019391989E+0","-1.1204441439171958E-24","2.7612962724151000E+0","7.4340641712897213E+0","3.2952632867924272E+1","1.0465040120422201E+2","1.215058560962404E-2"
"115","4.3101288767080004E-1","2.4707125122019255E-22","-7.5241062509326773E-26","-4.5216315266129849E-13","1.3878462554103996E+0","1.0773444965507029E-25","2.7614680033301799E+0","7.4339241974460197E+0","3.2952012412332778E+1","1.0457167087912900E+2","1.215058560962404E-2"
"116","4.3120161673978952E-1","3.4136527694788506E-23","-8.3492966347330840E-26","-1.2190269929387893E-12","1.3871644802269536E+0","-5.3955820734613116E-26","2.7616396744827298E+0","7.4337835581756382E+0","3.2951389007135177E+1","1.0449298524600300E+2","1.215058560962404E-2"
"117","4.3139038439824373E-1","4.7295500820658694E-23","2.6025423474753277E-25","-3.0310426312918185E-13","1.3864828764295227E+0","4.6118830938254951E-26","2.7618112858393600E+0","7.4336422524048658E+0","3.2950762647572077E+1","1.0441433724100300E+2","1.215058560962404E-2"
"118","4.3157919060327515E-1","8.1028357323779925E-23","1.2584843784998642E-25","-5.0773011207131482E-13","1.3858014440588846E+0","1.0841419423919369E-24","2.7619828373662498E+0","7.4335002790580953E+0","3.2950133328875687E+1","1.0433573235545600E+2","1.215058560962404E-2"
"119","4.3176803531192259E-1","1.9862978030389462E-22","-7.4539352341501714E-26","-4.9945436401102992E-13","1.3851201831557385E+0","-1.6025281251634715E-26","2.7621543290301900E+0","7.4333576370591006E+0","3.2949501046275472E+1","1.0425716815083599E+2","1.215058560962404E-2"
"120","4.3195691848117618E-1","-1.2764272363983366E-22","-6.9418868387219025E-26","-2.1014411415326091E-12","1.3844390937609845E+0","-6.0745441971465503E-25","2.7623257607975802E+0","7.4332143253286915E+0","3.2948865794987739E+1","1.0417864745465501E+2","1.215058560962404E-2"
"121","4.3214584006796980E-1","-8.9091096083108741E-23","8.4076146240064180E-27","-5.4426962336754649E-13","1.3837581759152795E+0","-2.2535411194308767E-25","2.7624971326357302E+0","7.4330703427870137E+0","3.2948227570225896E+1","1.0410017104539700E+2","1.215058560962404E-2"
"122","4.3233480002921415E-1","-4.4462183001540625E-23","1.3394911750023833E-25","-5.2529113207429449E-13","1.3830774296596571E+0","2.6712776494473935E-25","2.7626684445108598E+0","7.4329256883524675E+0","3.2947586367195555E+1","1.0402173782346399E+2","1.215058560962404E-2"
"123","4.3252379832173560E-1","-3.5151764519999612E-22","3.9281619735346631E-26","-7.1390435587534323E-13","1.3823968550350554E+0","-2.8116421783556382E-26","2.7628396963899200E+0","7.4327803609413055E+0","3.2946942181092872E+1","1.0394334398768400E+2","1.215058560962404E-2"
"124","4.3271283490232287E-1","7.6702961734935945E-23","-3.6653696354950703E-26","-1.1587857411004435E-12","1.3817164520824523E+0","-9.8844130349824353E-27","2.7630108882398599E+0","7.4326343594686106E+0","3.2946295007108752E+1","1.0386499524752200E+2","1.215058560962404E-2"
"125","4.3290190972770803E-1","7.0864497519736132E-23","-7.0822454400992609E-27","-8.9265676797818789E-13","1.3810362208428446E+0","4.5333321370211704E-25","2.7631820200277701E+0","7.4324876828475936E+0","3.2945644840425864E+1","1.0378669040868800E+2","1.215058560962404E-2"
"126","4.3309102275458372E-1","-1.6873417871069580E-22","-1.3269549455121520E-25","-8.8510278198835132E-13","1.3803561613573565E+0","-5.3928414833356509E-25","2.7633530917205200E+0","7.4323403299900459E+0","3.2944991676220532E+1","1.0370842319156100E+2","1.215058560962404E-2"
"127","4.3328017393958251E-1","2.0178384697863714E-22","-1.0557846513993244E-25","-1.8997323845457040E-12","1.3796762736671504E+0","9.7478614819188704E-26","2.7635241032851301E+0","7.4321922998058776E+0","3.2944335509660775E+1","1.0363020378362100E+2","1.215058560962404E-2"
"128","4.3346936323929208E-1","3.8173673134307465E-23","1.4809332973442167E-25","-1.8971401649234698E-12","1.3789965578132837E+0","2.4248410969231082E-25","2.7636950546890402E+0","7.4320435912036693E+0","3.2943676335908705E+1","1.0355202641945699E+2","1.215058560962404E-2"
"129","4.3365859061022610E-1","-1.8919267059957591E-22","-2.0729054695337978E-25","-1.1937718244879602E-12","1.3783170138370702E+0","-2.0999522113373140E-25","2.7638659458993899E+0","7.4318942030898247E+0","3.2943014150116802E+1","1.0347389063449100E+2","1.215058560962404E-2"
"130","4.3384785600887266E-1","1.0872097542566065E-22","1.2793768901292188E-25","-2.4391625363932539E-13","1.3776376417797778E+0","6.5219668361865977E-25","2.7640367768834002E+0","7.4317441343695592E+0","3.2942348947432251E+1","1.0339579729253801E+2","1.215058560962404E-2"
"131","4.3403715939167442E-1","-3.6374684253434892E-22","2.4921304843597484E-25","-1.2545157516271361E-12","1.3769584416827676E+0","-1.4720844509180967E-25","2.7642075476082000E+0","7.4315933839462458E+0","3.2941680722994086E+1","1.0331774685354500E+2","1.215058560962404E-2"
"132","4.3422650071498747E-1","1.1734911254611879E-22","1.1374177993198396E-25","-1.1173048621038024E-12","1.3762794135873457E+0","2.9490490523149451E-25","2.7643782580415399E+0","7.4314419507216716E+0","3.2941009471934315E+1","1.0323973874113901E+2","1.215058560962404E-2"
"133","4.3441587993514169E-1","2.2483747341584504E-22","-4.0488109713804395E-25","-7.9955871350510900E-13","1.3756005575349564E+0","-8.4995403561061591E-25","2.7645489081508199E+0","7.4312898335959048E+0","3.2940335189377315E+1","1.0316177583194600E+2","1.215058560962404E-2"
"134","4.3460529700840539E-1","1.8678180773805324E-22","7.7232054327428858E-26","-1.2407394823102657E-12","1.3749218735671223E+0","3.7487132294844388E-26","2.7647194979034500E+0","7.4311370314671858E+0","3.2939657870439376E+1","1.0308385639970000E+2","1.215058560962404E-2"
"135","4.3479475189101513E-1","2.2424898616800454E-22","5.2778061225360862E-26","-1.0522216585816657E-12","1.3742433617252707E+0","2.6867234308973068E-25","2.7648900272671599E+0","7.4309835432327498E+0","3.2938977510232306E+1","1.0300597515054500E+2","1.215058560962404E-2"
"136","4.3498424453912876E-1","1.3022915596069813E-23","-1.5918692106921180E-25","-3.6409476075442660E-13","1.3735650220509983E+0","-5.3371760619672818E-28","2.7650604962096499E+0","7.4308293677872639E+0","3.2938294103856563E+1","1.0292813833417100E+2","1.215058560962404E-2"
"137","4.3517377490885573E-1","-1.5018367706287020E-22","-2.4347829403705120E-26","-8.5453524262256736E-13","1.3728868545860140E+0","-1.9887748855597786E-26","2.7652309046984702E+0","7.4306745040241911E+0","3.2937607646407244E+1","1.0285034962474600E+2","1.215058560962404E-2"
"138","4.3536334295627283E-1","-1.1342484268686430E-23","1.1433672761778937E-25","-2.6394959331744030E-13","1.3722088593718782E+0","3.0768190504631644E-25","2.7654012527016198E+0","7.4305189508355172E+0","3.2936918132972913E+1","1.0277260019442400E+2","1.215058560962404E-2"
"139","4.3555294863737842E-1","-3.2492607889556852E-22","2.1467868312801770E-25","-4.3599559701254295E-13","1.3715310364504192E+0","1.3561899202517962E-26","2.7655715401867900E+0","7.4303627071111062E+0","3.2936225558632714E+1","1.0269489685661399E+2","1.215058560962404E-2"
"140","4.3574259190815928E-1","-1.6372199245725637E-22","1.0073682336560333E-25","-1.2827326808192928E-12","1.3708533858633190E+0","2.6349907837532070E-25","2.7657417671219302E+0","7.4302057717394341E+0","3.2935529918459643E+1","1.0261723629979500E+2","1.215058560962404E-2"
"141","4.3593227272448926E-1","-1.8051819596072561E-22","6.2644568648909086E-26","-7.3764428450888272E-13","1.3701759076524451E+0","5.2271898168508674E-25","2.7659119334752100E+0","7.4300481436070367E+0","3.2934831207518116E+1","1.0253961577527700E+2","1.215058560962404E-2"
"142","4.3612199104222904E-1","-2.7439659198102712E-22","3.7952577225256544E-25","-3.2607090002392170E-13","1.3694986018597126E+0","1.0769450883395581E-24","2.7660820392145400E+0","7.4298898215992084E+0","3.2934129420867002E+1","1.0246203931993300E+2","1.215058560962404E-2"
"143","4.3631174681721097E-1","2.5335064140837709E-23","1.3653457074294606E-25","-2.3049702610969821E-13","1.3688214685269637E+0","7.4573607533345693E-25","2.7662520843080101E+0","7.4297308045992754E+0","3.2933424553556499E+1","1.0238450587370301E+2","1.215058560962404E-2"
"144","4.3650154000514668E-1","-1.7850659699550440E-23","-2.4136920454383409E-26","-1.4841727091889314E-13","1.3681445076962824E+0","-5.2442640751060121E-25","2.7664220687238701E+0","7.4295710914885973E+0","3.2932716600628048E+1","1.0230702104270200E+2","1.215058560962404E-2"
"145","4.3669137056178198E-1","-5.2717561309344188E-23","-6.2490875780080091E-26","-1.6466954854655225E-12","1.3674677194096416E+0","1.4298524588008591E-25","2.7665919924301101E+0","7.4294106811476368E+0","3.2932005557119126E+1","1.0222957389338100E+2","1.215058560962404E-2"
"146","4.3688123844270804E-1","1.0848833279939894E-22","-3.3712888640099864E-25","-7.6299489762592708E-13","1.3667911037091069E+0","-5.0342131184263586E-25","2.7667618553955799E+0","7.4292495724540428E+0","3.2931291418054748E+1","1.0215217195829500E+2","1.215058560962404E-2"
"147","4.3707114360354959E-1","3.8725482073888877E-23","1.2941148217873855E-25","-8.1277777111409069E-13","1.3661146606368755E+0","-1.1089455758939015E-25","2.7669316575882101E+0","7.4290877642848772E+0","3.2930574178457306E+1","1.0207481507613301E+2","1.215058560962404E-2"
"148","4.3726108599983926E-1","-8.4348618844394283E-24","-8.3751745525237697E-26","-1.0870005088776416E-12","1.3654383902351162E+0","-2.0466275315195792E-25","2.7671013989765800E+0","7.4289252555148524E+0","3.2929853833338804E+1","1.0199750359733000E+2","1.215058560962404E-2"
"149","4.3745106558705793E-1","-2.1748181287898249E-23","1.7815308575423497E-26","-5.2584066782633460E-13","1.3647622925460754E+0","3.7505043197771121E-25","2.7672710795292401E+0","7.4287620450169491E+0","3.2929130377703537E+1","1.0192023101782701E+2","1.215058560962404E-2"
"150","4.3764108232065435E-1","7.3890802193128604E-23","1.2531253537256428E-25","-1.1041388625921589E-12","1.3640863676120796E+0","5.0782741816192203E-25","2.7674406992145699E+0","7.4285981316630858E+0","3.2928403806551131E+1","1.0184300509455200E+2","1.215058560962404E-2"
"151","4.3783113615599134E-1","-4.5753181924104451E-24","8.7193982166738867E-27","-5.3960163069726188E-13","1.3634106154754364E+0","-4.7122544755471214E-25","2.7676102580014899E+0","7.4284335143226397E+0","3.2927674114869916E+1","1.0176582232460400E+2","1.215058560962404E-2"
"152","4.3802122704841262E-1","3.8817027878245898E-23","-1.3543722371999333E-26","-8.4354780716774045E-13","1.3627350361786217E+0","-2.0624650096849175E-25","2.7677797558583799E+0","7.4282681918637561E+0","3.2926941297642777E+1","1.0168867975771600E+2","1.215058560962404E-2"
"153","4.3821135495318719E-1","1.3074284337279991E-22","-2.7216219916762705E-25","-1.3510272478383040E-12","1.3620596297640508E+0","-8.1218347003179413E-26","2.7679491927541999E+0","7.4281021631528414E+0","3.2926205349844878E+1","1.0161158485979099E+2","1.215058560962404E-2"
"154","4.3840151982551506E-1","8.1854815386736461E-23","-2.4989800229106000E-25","2.1780773271699781E-13","1.3613843962742438E+0","-8.2105956297402337E-25","2.7681185686579499E+0","7.4279354270543498E+0","3.2925466266442740E+1","1.0153453605710000E+2","1.215058560962404E-2"
"155","4.3859172162061799E-1","-6.1303205015505366E-23","-1.0723738954040587E-25","-2.4624467633658225E-13","1.3607093357517710E+0","-1.9326663899243406E-25","2.7682878835380800E+0","7.4277679824315745E+0","3.2924724042397735E+1","1.0145752873738800E+2","1.215058560962404E-2"
"156","4.3878196029356792E-1","-2.4878943335411862E-23","-4.7894649990731446E-26","-6.1293522012363567E-13","1.3600344482393203E+0","1.2637597793959003E-25","2.7684571373637601E+0","7.4275998281454116E+0","3.2923978672660610E+1","1.0138056424682600E+2","1.215058560962404E-2"
"157","4.3897223579942823E-1","2.0772204749346681E-22","-2.7380641212050684E-25","-8.7851657493872484E-13","1.3593597337795780E+0","-8.2982264928046376E-25","2.7686263301040102E+0","7.4274309630552686E+0","3.2923230152175520E+1","1.0130364273630400E+2","1.215058560962404E-2"
"158","4.3916254809322852E-1","-2.4469698987916174E-23","1.3013527070188945E-25","2.0483936671440040E-13","1.3586851924151429E+0","5.5448141553532262E-25","2.7687954617281201E+0","7.4272613860191576E+0","3.2922478475880425E+1","1.0122676455132600E+2","1.215058560962404E-2"
"159","4.3935289712991710E-1","2.6614575811690001E-22","3.0205016703317028E-25","-7.0304463960878757E-13","1.3580108241889959E+0","3.4751677536194877E-25","2.7689645322047900E+0","7.4270910958928020E+0","3.2921723638703135E+1","1.0114993280946000E+2","1.215058560962404E-2"
"160","4.3954328286438243E-1","-1.1324150275152379E-23","9.8046282477703847E-26","-5.6873392771555810E-13","1.3573366291438960E+0","8.2896017360312668E-25","2.7691335415036300E+0","7.4269200915307865E+0","3.2920965635566432E+1","1.0107314702398500E+2","1.215058560962404E-2"
"161","4.3973370525147920E-1","-8.9656260933646208E-23","1.2985956976182341E-25","-1.2017345006560622E-13","1.3566626073227717E+0","2.6599699913724337E-25","2.7693024895938101E+0","7.4267483717853642E+0","3.2920204461382745E+1","1.0099640344284801E+2","1.215058560962404E-2"
"162","4.3992416424601155E-1","-1.9141190293378207E-22","-1.1696650368260649E-25","-9.2368588445802848E-13","1.3559887587686297E+0","2.0025977603549715E-25","2.7694713764444900E+0","7.4265759355076053E+0","3.2919440111059259E+1","1.0091970620688600E+2","1.215058560962404E-2"
"163","4.4011465980270442E-1","1.8301908459918151E-22","-5.9012510883567528E-26","-8.8398494212283432E-13","1.3553150835244412E+0","-2.7063497471069612E-25","2.7696402020253501E+0","7.4264027815463782E+0","3.2918672579493418E+1","1.0084305039681900E+2","1.215058560962404E-2"
"164","4.4030519187624834E-1","-7.5423963490481957E-23","2.2893994885828552E-25","-5.6166637884029484E-14","1.3546415816333173E+0","5.4180251830667364E-25","2.7698089663057699E+0","7.4262289087492377E+0","3.2917901861576837E+1","1.0076643754854200E+2","1.215058560962404E-2"
"165","4.4049576042128663E-1","4.2828174366748487E-23","-1.6289810560613320E-25","-3.7511737091054903E-13","1.3539682531384081E+0","-4.3012176972874439E-25","2.7699776692551898E+0","7.4260543159616841E+0","3.2917127952191990E+1","1.0068987160083699E+2","1.215058560962404E-2"
"166","4.4068636539237899E-1","9.6672715122193955E-24","1.4881455142629094E-25","-6.3378103272916882E-13","1.3532950980829457E+0","4.8818597377255441E-25","2.7701463108432698E+0","7.4258790020274823E+0","3.2916350846213724E+1","1.0061334917600300E+2","1.215058560962404E-2"
"167","4.4087700674407859E-1","1.0612046045042285E-22","7.0366774380769796E-26","-8.8066669580109170E-13","1.3526221165100896E+0","1.3866224115085825E-25","2.7703148910397202E+0","7.4257029657889548E+0","3.2915570538510423E+1","1.0053687310451400E+2","1.215058560962404E-2"
"168","4.4106768443081351E-1","-2.4672997455929878E-22","2.4541236996695359E-25","3.1665599692916644E-13","1.3519493084632404E+0","1.6898043792657600E-25","2.7704834098144202E+0","7.4255262060862739E+0","3.2914787023940995E+1","1.0046043857990300E+2","1.215058560962404E-2"
"169","4.4125839840704906E-1","7.4153945195645230E-23","-1.1997297491302935E-25","-3.9884397131915883E-13","1.3512766739857534E+0","2.7789486219922408E-26","2.7706518671368001E+0","7.4253487217581258E+0","3.2914000297357731E+1","1.0038405197085100E+2","1.215058560962404E-2"
"170","4.4144914862710277E-1","6.1074856809513236E-24","8.9451825156441911E-26","-2.5084127641634515E-13","1.3506042131211142E+0","2.6339494423397028E-25","2.7708202629769798E+0","7.4251705116412845E+0","3.2913210353604441E+1","1.0030770636156100E+2","1.215058560962404E-2"
"171","4.4163993504531873E-1","-2.3767867772028548E-22","1.7765917967184590E-25","-1.2669666474674196E-12","1.3499319259127631E+0","-3.2644939420476522E-25","2.7709885973047301E+0","7.4249915745709147E+0","3.2912417187517832E+1","1.0023140882766100E+2","1.215058560962404E-2"
